5 	0 	0 	0 	0 	0 	0	0
16 	6 	2	0	0	0	0	0
38 	27	17	13	10	10	8	7	 
79	48	38	23	20	18	17	15
1	0	0	0	0	0	0	0
46	20	14	5	5	3	3	1	
112	81	86	47	33	28	28	24
111	89	74	65	60	58	56	56
8228	8209	8201	8094	8019	8037	7911	7870
11696	11653	11652	11504	11468	11425	11365	11481
15212	15243	15074	15088	14938	14977	15152	14835
18740	18766	18629	18516	18491	18367	18364	18281
98061	97991	97991	97655	97655	97655	97514	97514

